name,year,rank,age,height
Camilla Luddington,(2013),553,,"5' 5"""
Helena Bonham Carter,(2007),554,53,"5' 2"""
Lee Pace,(2014),555,40,"6' 5"""
Bob Odenkirk,(2015-2020),557,57,"5' 9"""
LaKeith Stanfield,(2018),558,,"6' 0"""
Missi Pyle,(1999),560,47,"5' 11¾"""
Daisy Ridley,(2015),561,27,"5' 7"""
Hugh Jackman,(2012),562,51,"6' 2¼"""
Lexy Kolker,(2018),563,,"4' 8½"""
Skylar Astin,(2012),564,32,"5' 9"""
Lili Reinhart,(2017-2020),565,23,"5' 6"""
Karl Urban,(2009),566,47,"6' 1"""
Chloe Coleman,(2017-2019),567,,"4' 6"""
Rachel Shenton,(2014-2017),568,,"5' 2"""
James Franco,(2010),569,41,"5' 11"""
Cynthia Rothrock,(1993),570,,"5' 3"""
Barbara Alyn Woods,(2003-2012),571,,"5' 6"""
Cara Delevingne,(2016),572,27,"5' 8"""
Jane Krakowski,(2006-2013),573,51,"5' 4½"""
Noomi Rapace,(2009),574,40,"5' 4¼"""
Jasmine Guy,(1989),575,,"5' 2"""
Olivia Munn,(2012-2014),576,,"5' 4"""
Will Ferrell,(2006),577,52,"6' 3"""
Paula Patton,(2009),578,44,"5' 7½"""
Matt Frewer,(2009),579,62,"6' 3"""
Naomi Watts,(2001),580,51,"5' 4½"""
Idris Elba,(2015),581,47,"6' 2½"""
Paul Anderson,(2011),582,,"5' 9½"""
Marisa Tomei,(1992),583,55,"5' 4¾"""
Vera Farmiga,(2009),584,46,"5' 7"""
Liza Minnelli,(1972),585,74,"5' 4"""
Joseph Gordon-Levitt,(2010),586,39,"5' 9½"""
Jennifer Garner,(2001-2006),587,47,"5' 8"""
January Jones,(2011),588,42,"5' 6"""
Armie Hammer,(2010),589,33,"6' 5"""
Justin Hartley,(2016-2020),590,43,"6' 2½"""
James McAvoy,(2013),591,40,"5' 7"""
Rene Russo,(2014),592,66,"5' 8"""
Woody Harrelson,(2014-2019),593,58,"5' 9½"""
Adam Devine,(2012),594,36,"5' 8"""
Judy Greer,(2004),595,44,"5' 8¼"""
Elizabeth Olsen,(2011),596,31,"5' 6"""
Morgan Freeman,(1995),597,82,"6' 2"""
Colin Farrell,(2015),598,43,"5' 10"""
Viggo Mortensen,(2007),599,61,"5' 11"""
Dina Meyer,(1997),600,,"5' 7"""
Malin Akerman,(2009),601,41,"5' 8"""
Sam Elliott,(2018),602,75,"6' 2"""
Penn Badgley,(2011),603,33,"5' 8½"""
Annie Hägg,(2020),604,,
Walton Goggins,(2010-2015),605,48,"5' 10"""
Val Kilmer,(1991),606,60,"5' 11¾"""
Dove Cameron,(2015),607,,"5' 2"""
Kelly Lynch,(1989),608,61,"5' 9"""
Sterling K. Brown,(2018),609,,"6' 0"""
Kevin Costner,(1997),610,65,"6' 1"""
Shantel VanSanten,(2016-2018),611,,"5' 8¼"""
James Spader,(2013-2020),612,60,"5' 10"""
Tina Majorino,(2004),613,35,"5' 5"""
Vincent D'Onofrio,(1997),614,60,"6' 3¾"""
Peter Sarsgaard,(2003),615,49,"5' 11"""
Jonathan Tucker,(2008),616,37,"5' 10"""
Robert Carlyle,(1997),617,,"5' 6¾"""
Alan Tudyk,(2016),618,49,"5' 11"""
Riki Lindhome,(2009),619,41,"5' 9"""
Matthew Goode,(2014),620,41,"6' 2"""
Téa Leoni,(2000),621,54,"5' 8"""
Mark Strong,(2019),622,,"6' 2"""
David Fincher,(1995),623,57,"6' 0½"""
Jonathan Rhys Meyers,(2017),624,42,"5' 9¾"""
Melissa McCarthy,(2013),625,49,"5' 2"""
Melora Hardin,(2009),626,52,"5' 7"""
River Phoenix,(1970–1993),627,49,"5' 10"""
Eliza Dushku,(2000),628,39,"5' 5"""
Emily Ratajkowski,(2015),629,28,"5' 7"""
AnnaSophia Robb,(2007),630,26,"5' 0"""
A.J. Cook,(2003),631,,"5' 7"""
Christian Serratos,(2014-2020),632,29,"5' 7"""
Edward Norton,(2000),633,50,"6' 0"""
Parker Posey,(2000),634,51,"5' 5"""
Jodie Foster,(1991),635,57,"5' 3"""
MyAnna Buring,(2011),636,40,"5' 2"""
Michael Sheen,(2013-2016),637,51,"5' 10"""
Aaron Taylor-Johnson,(2010),638,29,"5' 11"""
Audrey Marie Anderson,(2006-2009),639,,"5' 6"""
Laura Dern,(1993),640,53,"5' 10"""
Marlon Brando,(1924–2004),641,95,"5' 9"""
Julio Macias,(2014),642,,"6' 1"""
Kevin Spacey,(1995),643,60,"5' 10¼"""
Kathryn Newton,(2017-2019),644,,"5' 5"""
Jessica Barden,(2011),645,27,"5' 2"""
Domhnall Gleeson,(2014),646,36,"6' 1"""
Haley Joel Osment,(1999),647,,"5' 6"""
Pom Klementieff,(2017),648,33,"5' 7"""
Nicky Whelan,(2011),649,,"5' 4¼"""
Dylan Sprouse,(1999),650,,"5' 11"""
So-dam Park,(2019),651,28,"5' 5"""
Ellen Page,(2007),652,33,"5' 1"""
Vanessa Hudgens,(2008),653,31,"5' 1"""
Tamlyn Tomita,(2004),654,54,"5' 4"""
Halston Sage,(2015),655,26,"5' 5½"""
Riley Keough,(2015),656,30,"5' 7"""
Lacey Chabert,(2004),657,37,"5' 2"""
Cara Gee,(2017-2019),658,,
Analeigh Tipton,(2014),659,31,"5' 10½"""
Taylor Kitsch,(2009),660,38,"5' 11½"""
Nathalie Emmanuel,(2015),661,31,"5' 7"""
Genesis Rodriguez,(2012),662,32,"5' 5"""
April Bowlby,(2009-2014),663,,"5' 7"""
Angela Sarafyan,(2013),664,36,"5' 8"""
Anna Paquin,(1993),665,37,"5' 4"""
Jessica Alba,(2005),666,38,"5' 6½"""
Natacha Karam,(2017-2018),667,,"5' 5"""
Meryl Streep,(2006),668,70,"5' 6"""
Michelle Dockery,(2010-2015),669,38,"5' 8"""
Jena Malone,(1997),670,35,"5' 5"""
Heath Ledger,(1979–2008),671,40,"6' 1"""
Raquel Welch,(1973),672,79,"5' 6"""
Nancy Kovack,(1963),673,85,"5' 8½"""
Seth Rogen,(2013),674,37,"5' 11"""
Marc Menchaca,(2017-2018),675,,"6' 0"""
Sophie Rundle,(2013-2019),676,,"5' 5"""
Peter Stormare,(1996),677,66,"6' 2"""
Mara Wilson,(1996),678,32,"5' 0½"""
Charo,(1994),679,69,"5' 4"""
Rob Lowe,(1985),680,56,"5' 10¼"""
Charlie Sheen,(2003-2011),681,54,"5' 10"""
George Clooney,(2007),682,58,"5' 11"""
Linzey Cocker,(2008),683,32,"5' 3"""
Jessica Mann,(2015),684,,
Anna Faris,(2008),685,43,"5' 4"""
Catherine Zeta-Jones,(2002),686,50,"5' 7"""
Charlotte Ritchie,(2015-2018),687,30,
Kelly Macdonald,(2007),688,44,"5' 2½"""
Michael Gaston,(2017),689,,"6' 3"""
Claire Foy,(2018),690,35,"5' 4"""
Josh Lucas,(2019),691,48,"5' 11½"""
David Tennant,(2005-2020),692,48,"6' 1"""
Rebecca Romijn,(2000),693,47,"5' 11"""
Ming-Na Wen,(1998),694,56,"5' 4"""
Josh Brolin,(2019),695,52,"5' 10½"""
Rhona Mitra,(2009),696,43,"5' 6"""
Millicent Simmonds,(2018),697,,"5' 1"""
Alexis Bledel,(2000-2007),698,38,"5' 7"""
Paddy Considine,(2004),699,46,"5' 11"""
Neal McDonough,(2002),700,,"6' 0"""
Guy Pearce,(2000),701,52,"5' 10½"""
Stephanie Beatriz,(2013),702,,"5' 6"""
Molly Ephraim,(2018),703,33,"5' 1"""
Griffin Gluck,(2020),704,,"5' 7½"""
Gina Gershon,(1996),705,57,"5' 6¼"""
Tilda Swinton,(2011),706,59,"5' 10½"""
Emily Alyn Lind,(2011-2015),707,,"5' 1"""
Nimrat Kaur,(2013),708,,"5' 4"""
Embeth Davidtz,(1999),709,54,"5' 8"""
Dustin Milligan,(2015-2020),710,34,"5' 10½"""
Katherine Waterston,(2014),711,,"5' 11½"""
Scout Taylor-Compton,(2007),712,31,"5' 3"""
Callum Turner,(2016),713,,"6' 1½"""
Fairuza Balk,(1996),714,45,"5' 3"""
Andrew Lincoln,(2010-2018),715,46,"5' 10"""
Kim Basinger,(1997),716,66,"5' 7¾"""
Chloë Sevigny,(1999),717,45,"5' 8"""
Patricia Arquette,(1993),718,51,"5' 2"""
Dylan Baker,(1998),719,60,"6' 1"""
Cyd Charisse,(1922–2008),720,98,"5' 7½"""
Noah Centineo,(2018),721,23,"6' 1"""
Rachael Leigh Cook,(1999),722,40,"5' 2"""
Clancy Brown,(1994),723,61,"6' 3"""
Lucy Hale,(2018),724,,"5' 2"""
Emily Bett Rickards,(2012-2020),727,,"5' 5"""
Paul Rudd,(2015),728,50,"5' 10¼"""
Kristen Wiig,(2011),729,46,"5' 5"""
Courtney Thorne-Smith,(2001-2009),730,52,"5' 6"""
Nicole de Boer,(1997),731,,"5' 4½"""
Julianne Hough,(2012),732,31,"5' 3"""
Inbar Lavi,(2017-2018),733,33,"5' 3"""
Linda Hamilton,(1991),734,63,"5' 6"""
Michelle Trachtenberg,(2000-2003),735,34,"5' 7½"""
Nathan Fillion,(2009-2016),736,48,"6' 1½"""
Ruth Wilson,(2010-2019),737,38,"5' 6"""
Jackie Chan,(1998),738,65,"5' 8½"""
O-T Fagbenle,(2017-2019),740,39,"6' 0"""
Julie Benz,(2006-2010),741,47,"5' 4"""
Diane Lane,(2002),742,55,"5' 7"""
Maggie Smith,(2001),743,85,"5' 5"""
Carey Mulligan,(2010),744,34,"5' 7"""
Woody Allen,(1979),745,84,"5' 5"""
Olivia Colman,(2018),746,46,"5' 7"""
Eva Mendes,(2005),747,46,"5' 6"""
Nazanin Boniadi,(2018),748,,"5' 4"""
Bill Pullman,(1996),749,66,"6' 1½"""
Alexa PenaVega,(2002),750,31,"5' 1"""
Vanessa Marquez,(1968–2018),751,51,"5' 3"""
Barbara Feldon,(1965-1970),752,87,"5' 9"""
Maggie Lawson,(2009),753,39,"5' 3½"""
Diane Kruger,(2009),754,43,"5' 7"""
Paul Kaye,(2013-2017),755,54,"6' 0¼"""
Bailee Madison,(2009),756,20,"5' 6"""
Raquel Alessi,(2007),757,37,"5' 4"""
Greta Gerwig,(2017),758,36,"5' 9"""
Alexis Knapp,(2012),759,30,"5' 8"""
Edward Asner,(2009),760,90,"5' 7"""
Leighton Meester,(2007-2012),761,33,"5' 4½"""
Rachael Bella,(1996),762,36,"5' 5"""
Kevin Bacon,(1984),763,61,"5' 10"""
Adrien Brody,(2002),764,46,"6' 1"""
Patrick Swayze,(1952–2009),765,67,"5' 11"""
Juliette Lewis,(1994),766,46,"5' 6"""
Krysten Ritter,(2015-2019),767,,"5' 9"""
Rebecca Hall,(2008),768,37,"5' 10"""
Tom Selleck,(2010-2020),769,75,"6' 4"""
Geena Davis,(1991),770,64,"6' 0"""
Tanya Reynolds,(2019-2020),771,,"5' 10"""
Anthony Hopkins,(1991),772,82,"5' 9"""
Paul Walter Hauser,(2017),773,33,"5' 9"""
Amber Scott,(1991),774,35,
Ben Stiller,(2008),775,54,"5' 7"""
Josh Hartnett,(2006),776,41,"6' 3"""
Rose McGowan,(2007),777,46,"5' 4"""
Danielle Panabaker,(2014-2020),778,32,"5' 6½"""
Russell Crowe,(2012),779,55,"5' 11½"""
Mary Steenburgen,(2013),780,67,"5' 8"""
Annie Potts,(2019),781,67,"5' 3"""
Bridget Regan,(2014-2019),782,,"5' 9"""
Jacob Tremblay,(2015),783,13,"4' 8"""
Richard Lewis,(1993),784,72,"5' 9"""
Katja Herbers,(2018),785,,"5' 6½"""
Maisie Williams,(2011-2019),786,22,"5' 1"""
Naomie Harris,(2002),787,43,"5' 8"""
Julie Bowen,(2009-2020),788,50,"5' 6"""
Sebastian Stan,(2016),789,37,"6' 0¼"""
Joseph Gilgun,(2006),790,36,"6' 0¼"""
Lauren Graham,(2000-2007),791,53,"5' 8"""
Dante Basco,(1991),792,44,"5' 6½"""
Piper Perabo,(2000),793,43,"5' 5½"""
June Diane Raphael,(2015),794,40,"5' 9"""
Pierce Brosnan,(2008),795,66,"6' 1¼"""
Dan Stevens,(2010-2012),796,37,"6' 0"""
Jennifer Lopez,(2003),797,50,"5' 4¾"""
Bill Camp,(2013),798,,
Paul Dano,(2007),799,35,"6' 1"""
Katie Cassidy,(2010),800,,"5' 7½"""
Jonah Hill,(2012),801,36,"5' 7"""
Chris Messina,(2009),802,45,"5' 7"""
Jason Segel,(2008),803,40,"6' 4"""
Karl Glusman,(2015),804,,"6' 2"""
Kelly McGillis,(1985),806,62,"5' 10"""
Joanne Froggatt,(2010-2015),807,39,"5' 2"""
Rhea Durham,(2001),808,41,"5' 9"""
Milo Ventimiglia,(2006-2010),809,42,"5' 9"""
Patrick Wilson,(2004),810,46,"6' 0"""
Noel Fisher,(2016),811,36,"5' 7"""
Cécile de France,(2002),812,44,"5' 8½"""
Amanda Righetti,(2011),813,,"5' 8"""
Taylor Tomlinson,(2018),814,,
Claire Forlani,(1998),815,,"5' 5½"""
Katie Holmes,(2005),816,41,"5' 9"""
Meg Ryan,(1998),817,58,"5' 8"""
Danny DeVito,(1996),818,75,"4' 10"""
Roman Griffin Davis,(2019),819,,
Channing Tatum,(2012),820,,"6' 1"""
Billie Lourd,(2017),821,27,"5' 1"""
Kelly Rohrbach,(2017),822,30,"5' 9"""
Jean-Claude Van Damme,(1991),823,59,"5' 10"""
Jamie Chung,(2014),824,36,"5' 6¼"""
Kerry Condon,(2017),825,37,"5' 3"""
Susan Clark,(1968),826,77,"5' 9"""
Steve Kazee,(2015-2016),827,44,"6' 2"""
Donnie Yen,(2008),828,56,"5' 8"""
Giancarlo Esposito,(2009-2011),829,61,"5' 7½"""
Sienna Guillory,(2003),830,45,"5' 6"""
Laura San Giacomo,(1989),831,57,"5' 2"""
James Purefoy,(2005-2007),832,55,"6' 1¼"""
Catherine Bell,(2003),833,51,"5' 9"""
Alexandra Vino,(2018),834,,"5' 3½"""
Kat Dennings,(2008),835,33,"5' 4½"""
Larisa Oleynik,(1999),836,,"5' 7"""
Patrick Dempsey,(2005-2020),837,54,"5' 10½"""
Grey Griffin,(2011),838,46,"5' 3"""
Melissa Fumero,(2013-2020),839,37,"5' 6"""
Wanda Hendrix,(1928–1981),840,91,"5' 2"""
Christine Taylor,(2004),841,48,"5' 6"""
Tom Welling,(2001-2011),842,42,"6' 3"""
Lauren Holly,(1994),843,,"5' 8¼"""
Martin Henderson,(2006),844,45,"5' 10¼"""
Cameron Monaghan,(2015-2019),845,,"5' 11½"""
John Cusack,(1997),846,53,"6' 2"""
Jaime King,(2009),847,40,"5' 8½"""
Adèle Haenel,(2019),848,31,"5' 9"""
Tim Robbins,(2003),849,61,"6' 5"""
Holly Hunter,(1993),850,62,"5' 2"""
Tristin Mays,(2016-2020),851,29,"5' 4¾"""
Katrina Law,(2014-2020),852,,"5' 7"""
Rami Malek,(2018),853,38,"5' 7½"""
Lucy Lawless,(1995-2001),854,51,"5' 9½"""
Evan Evagora,(2020),855,,"6' 1½"""
Sydney Sweeney,(2019),856,,"5' 3½"""
Julianne Moore,(2010),857,59,"5' 3"""
Josh Gad,(2013),858,39,"5' 6"""
Scoot McNairy,(2012),859,,"5' 8½"""
Maura Tierney,(1999-2009),860,55,"5' 3"""
Sam Neill,(1997),861,72,"5' 11¾"""
Brianna Hildebrand,(2016),862,,"5' 3"""
Anthony Michael Hall,(2017),863,51,"6' 1"""
Ed Westwick,(2007-2012),864,32,"5' 11"""
Ronen Rubinstein,(2020),865,26,"6' 0"""
Morgan Turner,(2017),866,20,
Orla Brady,(2010-2012),867,,"5' 7½"""
Levy Tran,(2019-2020),868,,"5' 6"""
Mina Sundwall,(2018-2019),870,,"5' 6"""
Odette Annable,(2008),871,34,"5' 8½"""
Natasha Leggero,(2014),872,45,"4' 11"""
Wil Wheaton,(1986),873,47,"5' 10"""
Cristin Milioti,(2013),874,34,"5' 2¼"""
Audrey Hepburn,(1929–1993),875,90,"5' 7"""
Madeline Zima,(2007-2011),876,,"5' 8"""
Mandy Patinkin,(2011-2020),877,67,"5' 11½"""
Sarah Paulson,(2013),878,45,"5' 6"""
Alanna Ubach,(2017),879,44,"5' 3"""
Josh Hutcherson,(2012),880,27,"5' 5"""
Anna Camp,(2012),881,37,"5' 5"""
Stanley Tucci,(1996),882,59,"5' 7¾"""
Rosie Perez,(1992),883,55,"5' 1½"""
Molly Ringwald,(1984),884,52,"5' 8"""
Heather Graham,(1999),885,50,"5' 7¼"""
Lorenza Izzo,(2018),886,,"5' 7"""
Josh O'Connor,(2017),887,,"6' 1"""
Aidan Quinn,(1998),888,61,"6' 0"""
Dakota Blue Richards,(2007),889,25,"5' 5¾"""
Christoph Waltz,(2012),890,63,"5' 7"""
Jin Ha,(2018),891,,
Jimmi Simpson,(2010),892,,"5' 11½"""
Rory McCann,(2011-2019),893,50,"6' 6"""
Courteney Cox,(1994-2004),894,55,"5' 5"""
Keri Russell,(2007),895,43,"5' 4"""
Madeleine Stowe,(1995),896,61,"5' 8¼"""
Amanda Schull,(2015-2018),897,,"5' 5"""
Lori Petty,(1995),898,56,"5' 6½"""
Danielle Harris,(1991),899,42,"4' 11"""
Justin Long,(2007),900,41,"5' 9"""
Rachel Skarsten,(2015),901,,"5' 10"""
Kip Weeks,(2006),902,,"6' 2"""
Alyson Hannigan,(1997-2003),903,45,"5' 4½"""
Ben Barnes,(2008),904,38,"6' 1"""
Kurt Russell,(2015),905,69,"5' 11"""
Stephanie Szostak,(2018-2020),906,,"5' 6"""
Frances O'Connor,(2001),907,52,"5' 8"""
Timothy Bottoms,(1971),908,68,"5' 11"""
Skyler Gisondo,(2015),909,,"5' 5½"""
Andy Serkis,(2017),910,55,"5' 8"""
Uma Thurman,(2003),911,49,"5' 11½"""
Maya Hawke,(2019-2021),912,21,"5' 8½"""
Sherilyn Fenn,(1990),913,55,"5' 4"""
Fernanda Urrejola,(2018-2020),914,,
Ellen Pompeo,(2005-2020),915,50,"5' 6"""
Drew Barrymore,(1999),916,45,"5' 4"""
Brianne Davis,(2017-2018),917,,"5' 7"""
Todd Sherry,(2019),918,,"5' 11"""
Ingmar Bergman,(1918–2007),919,101,"5' 10½"""
Wagner Moura,(2007),920,43,"5' 11"""
Eddie Murphy,(1996),921,58,"5' 9"""
Kang-ho Song,(2003),922,53,"5' 11"""
John Barrowman,(2006-2011),923,53,"6' 0"""
Cheryl Hines,(2000-2020),924,54,"5' 5"""
Kelly Preston,(2000),925,57,"5' 6"""
Michael C. Hall,(2006-2013),926,49,"5' 10"""
Italia Ricci,(2016-2019),927,,"5' 6"""
Lucy Davis,(2017),928,47,"5' 2"""
Sarah Shahi,(2012),929,40,"5' 3"""
Neve Campbell,(1996),930,,"5' 5½"""
Ike Barinholtz,(2016),931,43,"6' 2½"""
Willem Dafoe,(2002),932,,"5' 9"""
Deborah Raffin,(1953–2012),933,67,"5' 9"""
Alona Tal,(2013),934,,"5' 4"""
Roman Polanski,(1974),935,86,"5' 5"""
Kevin Hart,(2014),936,40,"5' 4"""
Sarah Hyland,(2014),937,29,"5' 2"""
Frank Welker,(2011),938,74,"5' 8"""
Michael Mando,(2015-2020),939,38,"5' 9"""
Martyn Ford,(2017),940,,"6' 8¼"""
Mads Mikkelsen,(2013-2015),941,54,"6' 0¼"""
Anna Torv,(2008-2013),942,40,"5' 7"""
Helen Mirren,(2010),943,74,"5' 4"""
Tim Rozon,(2016-2018),944,,"5' 11"""
Michael B. Jordan,(2018),945,33,"6' 0"""
Jessica Paré,(2004),946,39,"5' 8"""
Helen Hunt,(1997),947,56,"5' 7"""
Stellan Skarsgård,(1997),948,,"6' 8¾"""
Ralph Fiennes,(2014),949,57,"5' 11"""
Elizabeth Hurley,(1997),950,54,"5' 8"""
Zooey Deschanel,(2011-2018),951,40,"5' 5"""
Jane Seymour,(1993-1998),952,69,"5' 5½"""
Alex Kingston,(1997-2009),953,57,"5' 7"""
Cary Elwes,(2004),954,57,"6' 0"""
Medalion Rahimi,(2017),955,,"5' 6"""
Titus Welliver,(2010),956,58,"6' 0"""
Emma Thompson,(1995),957,60,"5' 8"""
Laura Vandervoort,(2017),958,,"5' 6"""
Kelly Reilly,(2012),959,42,"5' 6"""
Jennifer Carpenter,(2005),960,40,"5' 8½"""
Mena Suvari,(1999),961,41,"5' 4"""
Amanda Peet,(2009),962,48,"5' 6½"""
Mädchen Amick,(1993),963,,"5' 6"""
Octavia Spencer,(2016),964,,"5' 2"""
Emily Mortimer,(2018),965,48,"5' 8"""
Jaime Pressly,(2005-2009),966,42,"5' 4½"""
Shannon Elizabeth,(2001),967,46,"5' 9"""
Nasim Pedrad,(2019),968,38,"5' 4"""
Jeremy Renner,(2008),969,49,"5' 9"""
Diego Tinoco,(2018-2020),970,,"5' 7"""
Maggie Q,(2014),971,40,"5' 7½"""
Cara Buono,(2016-2021),972,,"5' 5"""
Raul Julia,(1940–1994),973,80,"6' 2"""
Busy Philipps,(2009),974,40,"5' 6"""
Jamie Dornan,(2013-2016),975,37,"5' 11"""
Gigi Rice,(1998),976,55,
Zoe Kazan,(2012),977,36,"5' 4½"""
Annie Gonzalez,(2020),978,,
Antony Starr,(2005-2010),979,44,"5' 11"""
Gillian Jacobs,(2009-2015),980,37,"5' 4"""
Bill Murray,(2003),981,69,"6' 1¾"""
Allison Janney,(2011),982,,"6' 0"""
Lance Reddick,(2014),983,,"6' 2"""
Dacre Montgomery,(2017-2019),984,,"5' 10"""
Natalia Dyer,(2016-2021),985,,"5' 4"""
Sarah Gadon,(2012),986,32,"5' 3"""
Eliza Scanlen,(2019),987,21,"5' 4"""
Essie Davis,(2014),988,,"5' 6"""
Ethan Hawke,(2001),989,49,"5' 10½"""
Emmanuelle Chriqui,(2003),990,44,"5' 3"""
Sally Field,(1994),991,73,"5' 2½"""
Nicholas Hoult,(2015),992,30,"6' 2¾"""
Daniella Kertesz,(2013),993,31,"5' 4"""
Matthew Macfadyen,(2005),994,45,"6' 3"""
Hero Fiennes Tiffin,(2009),995,22,"6' 1"""
Demi Moore,(1997),996,57,"5' 5"""
Peter Gallagher,(1999),997,64,"5' 9"""
Alexandra Shipp,(2016),998,,"5' 6"""
Ambyr Childers,(2012),999,31,
Brooke Langton,(2000),"1,000",,"5' 4¾"""
Virginia Madsen,(2004),"1,001",58,"5' 5"""
Richard Ellis,(2020),"1,002",,
Cailee Spaeny,(2018),"1,003",22,"4' 11"""
Melissa Rauch,(2009-2019),"1,004",39,"5' 0"""
Sophie Marceau,(1980),"1,005",53,"5' 7¾"""
Sam Worthington,(2009),"1,006",43,"5' 10"""
Timothy Hutton,(1980),"1,007",59,"6' 0"""
Bonnie Hunt,(1995),"1,008",58,"5' 8"""
Izabella Miko,(2000),"1,009",,"5' 5"""
Josh Duhamel,(2007),"1,010",47,"6' 4"""
Lena Waithe,(2018),"1,011",35,"5' 9"""
Penélope Cruz,(2008),"1,012",45,"5' 6"""
Martin Kove,(1984),"1,013",74,"6' 1¾"""
Olivia Thirlby,(2007),"1,014",33,"5' 3"""
Chadwick Boseman,(2018),"1,015",42,"6' 0"""
Anson Mount,(2002),"1,016",47,"6' 1"""
Sylvia Hoeks,(2017),"1,017",36,"5' 9"""
Natalie Alyn Lind,(2017-2019),"1,018",,"5' 5"""
Anna Chlumsky,(1991),"1,019",39,"5' 2"""
Cristina Castaño,(2019),"1,020",,"5' 10¼"""
Marin Hinkle,(2003-2015),"1,021",53,"5' 5"""
Matthew Lillard,(2002),"1,022",50,"6' 3¾"""
Lake Bell,(2013),"1,023",40,"5' 8"""
Stephen Merchant,(2005-2007),"1,024",45,"6' 7"""
Freddie Stroma,(2012),"1,025",,"5' 11½"""
Michael Keaton,(2014),"1,026",68,"5' 9"""
Toby Stephens,(2002),"1,027",50,"5' 8½"""
Simon Pegg,(2004),"1,028",50,"5' 10"""
Robert Redford,(1984),"1,029",83,"5' 10½"""
Jason Beghe,(2010),"1,030",60,"5' 11"""
Jane Fonda,(1971),"1,031",82,"5' 8"""
Keith David,(2009),"1,032",63,"6' 2"""
Laura Mennell,(2019-2020),"1,033",,"5' 9"""
Brittany Murphy,(1977–2009),"1,034",42,"5' 3"""
Stana Katic,(2009-2016),"1,035",,"5' 9"""
Katie McGrath,(2015),"1,036",36,"5' 5½"""
Ashton Kutcher,(1998-2006),"1,037",42,"6' 2½"""
Justin Theroux,(2001),"1,038",48,"5' 9"""
Maika Monroe,(2014),"1,039",26,"5' 6"""
Rupert Friend,(2012-2018),"1,040",38,"6' 1"""
Sosie Bacon,(2005),"1,041",28,
Jake Johnson,(2011-2018),"1,042",41,"5' 9½"""
Anna Friel,(2009),"1,043",43,"5' 5"""
Michael J. Fox,(1985),"1,044",58,"5' 4¼"""
Kerri Green,(1985),"1,045",53,"5' 1½"""
Hayden Christensen,(2002),"1,046",38,"6' 0"""
Michelle Forbes,(1993),"1,047",55,"5' 9"""
Ben Hardy,(2016),"1,048",29,"5' 8½"""
Kenneth Branagh,(1989),"1,049",59,"5' 9½"""
Billy Crudup,(2000),"1,050",51,"5' 8½"""
Eddie Redmayne,(2012),"1,051",38,"6' 0½"""
Burçin Terzioglu,(2015-2017),"1,052",40,"5' 7¾"""
Leslie Mann,(2007),"1,053",47,"5' 6½"""
Michael McKean,(1984),"1,054",72,"6' 0"""
Ellie Kemper,(2011),"1,055",39,"5' 5"""
Miranda Cosgrove,(2013),"1,056",26,"5' 6"""
Lotte Verbeek,(2014),"1,057",,"5' 6"""
Alison Becker,(2009-2015),"1,058",43,"5' 3"""
Ashley Judd,(1999),"1,059",51,"5' 7"""
Javier Bardem,(2012),"1,060",51,"5' 11½"""
Joanne Whalley,(1988),"1,061",58,"5' 4"""
Mel Rodriguez,(2006),"1,062",,"6' 0"""
Ali MacGraw,(1970),"1,063",80,"5' 8"""
Sigourney Weaver,(1997),"1,064",70,"5' 11¾"""
Chloe Bennet,(2013-2020),"1,065",27,"5' 5¾"""
Eleanor Tomlinson,(2006),"1,066",27,"5' 7½"""
Emma Chambers,(1964–2018),"1,067",56,"5' 2"""
Michelle Rodriguez,(2009),"1,068",41,"5' 5"""
Jodhi May,(1992),"1,070",44,"5' 8¼"""
Olivia d'Abo,(1984),"1,071",51,"5' 5"""
Mia Wasikowska,(2010),"1,072",30,"5' 4"""
Allison Williams,(2012-2017),"1,073",31,"5' 5¾"""
Michael Caine,(2008),"1,074",87,"6' 2¼"""
Dianna Agron,(2013),"1,075",33,"5' 5½"""
Rose Leslie,(2012-2014),"1,076",33,"5' 6"""
Laura Haddock,(2014),"1,077",34,"5' 8"""
Rhys Darby,(2007-2009),"1,078",46,"5' 10½"""
Elsa Pataky,(2013),"1,079",43,"5' 3½"""
Joel Edgerton,(2015),"1,080",45,"5' 11"""
Aidan Turner,(2013),"1,081",36,"5' 10½"""
Gaby Hoffmann,(1989),"1,082",38,"5' 7"""
Alexa Davalos,(2004),"1,083",37,"5' 8"""
Ben Platt,(2012),"1,084",26,
Garrett Hedlund,(2010),"1,085",35,"6' 1¼"""
Elijah Wood,(2001),"1,086",39,"5' 6"""
Ed Harris,(1998),"1,087",69,"5' 9"""
Leigh-Allyn Baker,(1998-2018),"1,088",,"5' 2"""
Colin Firth,(2009),"1,089",59,"6' 1½"""
Jesse Eisenberg,(2010),"1,090",36,"5' 7¼"""
Alyssa Diaz,(2012),"1,091",,"5' 6"""
Jenna Elfman,(2000),"1,092",48,"5' 10"""
Ariana Richards,(1993),"1,093",40,"5' 6"""
Julia Louis-Dreyfus,(1990-1998),"1,094",59,"5' 3"""
Tyler Hoechlin,(2002),"1,095",32,"5' 11¾"""
Bridget Moynahan,(2004),"1,096",48,"5' 9½"""
Marie Avgeropoulos,(2014-2020),"1,097",33,"5' 5"""
Robin Tunney,(1996),"1,098",47,"5' 4"""
Michael Biehn,(1986),"1,099",63,"5' 11¾"""
